1952,Winter,2025-10-30T12:48:47.188557,9,Netherlands,0,3,0,3.0
1952,Winter,2025-10-30T12:48:47.188557,10,Sweden,0,0,4,4.0
1952,Winter,2025-10-30T12:48:47.188557,11,Switzerland,0,0,2,2.0
1952,Winter,2025-10-30T12:48:47.188557,12,France,0,0,1,1.0
1952,Winter,2025-10-30T12:48:47.188557,Hungary,0,0,1,1,
1956,Winter,2025-10-30T12:49:21.245703,1,Soviet Union[a],7,3,6,16
1956,Winter,2025-10-30T12:49:21.245703,2,Austria,4,3,4,11
1956,Winter,2025-10-30T12:49:21.245703,3,Finland,3,3,1,7
1956,Winter,2025-10-30T12:49:21.245703,4,Switzerland,3,2,1,6
1956,Winter,2025-10-30T12:49:21.245703,5,Sweden,2,4,4,10
1956,Winter,2025-10-30T12:49:21.245703,6,United States,2,3,2,7
1956,Winter,2025-10-30T12:49:21.245703,7,Norway,2,1,1,4
1956,Winter,2025-10-30T12:49:21.245703,8,Italy*,1,2,0,3
1956,Winter,2025-10-30T12:49:21.245703,9,United Team of Germany,1,0,1,2
1956,Winter,2025-10-30T12:49:21.245703,10,Canada,0,1,2,3
1960,Winter,2025-10-30T12:51:08.835356,1,Soviet Union,7,5,9,21.0
1960,Winter,2025-10-30T12:51:08.835356,2,United Team of Germany,4,3,1,8.0
1960,Winter,2025-10-30T12:51:08.835356,3,United States*,3,4,3,10.0
1960,Winter,2025-10-30T12:51:08.835356,4,Norway,3,3,0,6.0
1960,Winter,2025-10-30T12:51:08.835356,5,Sweden,3,2,2,7.0
1960,Winter,2025-10-30T12:51:08.835356,6,Finland,2,3,3,8.0
1960,Winter,2025-10-30T12:51:08.835356,7,Canada,2,1,1,4.0
1960,Winter,2025-10-30T12:51:08.835356,8,Switzerland,2,0,0,2.0
1960,Winter,2025-10-30T12:51:08.835356,9,Austria,1,2,3,6.0
1960,Winter,2025-10-30T12:51:08.835356,10,France,1,0,2,3.0
1960,Winter,2025-10-30T12:51:08.835356,11,Netherlands,0,1,1,2.0
1960,Winter,2025-10-30T12:51:08.835356,Poland,0,1,1,2,
1960,Winter,2025-10-30T12:51:08.835356,13,Czechoslovakia,0,1,0,1.0
1960,Winter,2025-10-30T12:51:08.835356,14,Italy,0,0,1,1.0
1964,Winter,2025-10-30T12:51:51.922439,1,Soviet Union,11,8,6,25
1964,Winter,2025-10-30T12:51:51.922439,2,Austria*,4,5,3,12
1964,Winter,2025-10-30T12:51:51.922439,3,Norway,3,6,6,15
1964,Winter,2025-10-30T12:51:51.922439,4,Finland,3,4,3,10
1964,Winter,2025-10-30T12:51:51.922439,5,France,3,4,0,7
1964,Winter,2025-10-30T12:51:51.922439,6,United Team of Germany,3,3,3,9
1964,Winter,2025-10-30T12:51:51.922439,7,Sweden,3,3,1,7
1964,Winter,2025-10-30T12:51:51.922439,8,United States,1,2,4,7
1964,Winter,2025-10-30T12:51:51.922439,9,Canada,1,1,1,3
1964,Winter,2025-10-30T12:51:51.922439,10,Netherlands,1,1,0,2
1968,Winter,2025-10-30T12:54:36.056474,1,Norway,6,6,2,14.0
1968,Winter,2025-10-30T12:54:36.056474,2,Soviet Union,5,5,3,13.0
1968,Winter,2025-10-30T12:54:36.056474,3,France*,4,3,2,9.0
1968,Winter,2025-10-30T12:54:36.056474,4,Italy,4,0,0,4.0
1968,Winter,2025-10-30T12:54:36.056474,5,Austria,3,4,4,11.0
1968,Winter,2025-10-30T12:54:36.056474,6,Netherlands,3,3,3,9.0
1968,Winter,2025-10-30T12:54:36.056474,7,Sweden,3,2,3,8.0
1968,Winter,2025-10-30T12:54:36.056474,8,West Germany,2,2,3,7.0
1968,Winter,2025-10-30T12:54:36.056474,9,United States,1,5,1,7.0
1968,Winter,2025-10-30T12:54:36.056474,10,East Germany,1,2,2,5.0
1968,Winter,2025-10-30T12:54:36.056474,Finland,1,2,2,5,
1972,Winter,2025-10-30T14:15:09.694390,1,Soviet Union,8,5,3,16
1972,Winter,2025-10-30T14:15:09.694390,2,East Germany,4,3,7,14
1972,Winter,2025-10-30T14:15:09.694390,3,Switzerland,4,3,3,10
1972,Winter,2025-10-30T14:15:09.694390,4,Netherlands,4,3,2,9
1972,Winter,2025-10-30T14:15:09.694390,5,United States,3,2,3,8
1972,Winter,2025-10-30T14:15:09.694390,6,West Germany,3,1,1,5
1972,Winter,2025-10-30T14:15:09.694390,7,Norway,2,5,5,12
1972,Winter,2025-10-30T14:15:09.694390,8,Italy,2,2,1,5
1972,Winter,2025-10-30T14:15:09.694390,9,Austria,1,2,2,5
1972,Winter,2025-10-30T14:15:09.694390,10,Sweden,1,1,2,4
1972,Winter,2025-10-30T14:15:09.694390,11,Japan*,1,1,1,3
1976,Winter,2025-10-30T14:15:41.726066,1,Soviet Union,13,6,8,27
1976,Winter,2025-10-30T14:15:41.726066,2,East Germany,7,5,7,19
1976,Winter,2025-10-30T14:15:41.726066,3,United States,3,3,4,10
1976,Winter,2025-10-30T14:15:41.726066,4,Norway,3,3,1,7
1976,Winter,2025-10-30T14:15:41.726066,5,West Germany,2,5,3,10
1976,Winter,2025-10-30T14:15:41.726066,6,Finland,2,4,1,7
1976,Winter,2025-10-30T14:15:41.726066,7,Austria*,2,2,2,6
1976,Winter,2025-10-30T14:15:41.726066,8,Switzerland,1,3,1,5
1976,Winter,2025-10-30T14:15:41.726066,9,Netherlands,1,2,3,6
1976,Winter,2025-10-30T14:15:41.726066,10,Italy,1,2,1,4
1980,Winter,2025-10-30T14:16:17.650426,1,Soviet Union,10,6,6,22
1980,Winter,2025-10-30T14:16:17.650426,2,East Germany,9,7,7,23
1980,Winter,2025-10-30T14:16:17.650426,3,United States*,6,4,2,12
1980,Winter,2025-10-30T14:16:17.650426,4,Austria,3,2,2,7
1980,Winter,2025-10-30T14:16:17.650426,5,Sweden,3,0,1,4
1980,Winter,2025-10-30T14:16:17.650426,6,Liechtenstein,2,2,0,4
1980,Winter,2025-10-30T14:16:17.650426,7,Finland,1,5,3,9
1980,Winter,2025-10-30T14:16:17.650426,8,Norway,1,3,6,10
1980,Winter,2025-10-30T14:16:17.650426,9,Netherlands,1,2,1,4
1980,Winter,2025-10-30T14:16:17.650426,10,Switzerland,1,1,3,5
1984,Winter,2025-10-30T14:18:10.967559,1,East Germany (GDR),9,9,6,24.0
1984,Winter,2025-10-30T14:18:10.967559,2,Soviet Union (URS),6,10,9,25.0
1984,Winter,2025-10-30T14:18:10.967559,3,United States (USA),4,4,0,8.0
1984,Winter,2025-10-30T14:18:10.967559,4,Finland (FIN),4,3,6,13.0
1984,Winter,2025-10-30T14:18:10.967559,5,Sweden (SWE),4,2,2,8.0
1984,Winter,2025-10-30T14:18:10.967559,6,Norway (NOR),3,2,4,9.0
1984,Winter,2025-10-30T14:18:10.967559,7,Switzerland (SUI),2,2,1,5.0
1984,Winter,2025-10-30T14:18:10.967559,8,Canada (CAN),2,1,1,4.0
1984,Winter,2025-10-30T14:18:10.967559,West Germany (FRG),2,1,1,4,
1984,Winter,2025-10-30T14:18:10.967559,10,Italy (ITA),2,0,0,2.0
1988,Winter,2025-10-30T14:19:04.868235,1,Soviet Union,11,9,9,29.0
1988,Winter,2025-10-30T14:19:04.868235,2,East Germany,9,10,6,25.0
1988,Winter,2025-10-30T14:19:04.868235,3,Switzerland,5,5,5,15.0
1988,Winter,2025-10-30T14:19:04.868235,4,Finland,4,1,2,7.0
1988,Winter,2025-10-30T14:19:04.868235,5,Sweden,4,0,2,6.0
1988,Winter,2025-10-30T14:19:04.868235,6,Austria,3,5,2,10.0
1988,Winter,2025-10-30T14:19:04.868235,7,Netherlands,3,2,2,7.0
1988,Winter,2025-10-30T14:19:04.868235,8,West Germany,2,4,2,8.0
1988,Winter,2025-10-30T14:19:04.868235,9,United States,2,1,3,6.0
1988,Winter,2025-10-30T14:19:04.868235,10,Italy,2,1,2,5.0
1988,Winter,2025-10-30T14:19:04.868235,11,France,1,0,1,2.0
1988,Winter,2025-10-30T14:19:04.868235,12,Norway,0,3,2,5.0
1988,Winter,2025-10-30T14:19:04.868235,13,Canada*,0,2,3,5.0
1988,Winter,2025-10-30T14:19:04.868235,14,Yugoslavia,0,2,1,3.0
1988,Winter,2025-10-30T14:19:04.868235,15,Czechoslovakia,0,1,2,3.0
1988,Winter,2025-10-30T14:19:04.868235,16,Japan,0,0,1,1.0
1988,Winter,2025-10-30T14:19:04.868235,Liechtenstein,0,0,1,1,
1992,Winter,2025-10-30T14:20:42.359513,1,Germany,10,10,6,26.0
1992,Winter,2025-10-30T14:20:42.359513,2,Unified Team,9,6,8,23.0
1992,Winter,2025-10-30T14:20:42.359513,3,Norway,9,6,5,20.0
1992,Winter,2025-10-30T14:20:42.359513,4,Austria,6,7,8,21.0
1992,Winter,2025-10-30T14:20:42.359513,5,United States,5,4,2,11.0
1992,Winter,2025-10-30T14:20:42.359513,6,Italy,4,6,4,14.0
1992,Winter,2025-10-30T14:20:42.359513,7,France*,3,5,1,9.0
1992,Winter,2025-10-30T14:20:42.359513,8,Finland,3,1,3,7.0
1992,Winter,2025-10-30T14:20:42.359513,9,Canada,2,3,2,7.0
1992,Winter,2025-10-30T14:20:42.359513,10,South Korea,2,1,1,4.0
1992,Winter,2025-10-30T14:20:42.359513,11,Japan,1,2,4,7.0
1992,Winter,2025-10-30T14:20:42.359513,12,Netherlands,1,1,2,4.0
1992,Winter,2025-10-30T14:20:42.359513,13,Sweden,1,0,3,4.0
1992,Winter,2025-10-30T14:20:42.359513,14,Switzerland,1,0,2,3.0
1992,Winter,2025-10-30T14:20:42.359513,15,China,0,3,0,3.0
1992,Winter,2025-10-30T14:20:42.359513,16,Luxembourg,0,2,0,2.0
1992,Winter,2025-10-30T14:20:42.359513,17,New Zealand,0,1,0,1.0
1992,Winter,2025-10-30T14:20:42.359513,18,Czechoslovakia,0,0,3,3.0
1992,Winter,2025-10-30T14:20:42.359513,19,North Korea,0,0,1,1.0
1992,Winter,2025-10-30T14:20:42.359513,Spain,0,0,1,1,
1992,Winter,2025-10-30T14:20:42.359513,Totals (20 entries),57,58,56,171,
1924,Winter,2025-11-15T14:31:28.636165,# -*- coding: utf-8 -*-
1924,Winter,2025-11-15T14:31:28.636165,"""
RealityCheck – PISA Overall Score Generator (final version)
-----------------------------------------------------------
Reads OECD PISA raw dataset from:

    /scripts/source_raw/OECD PISA data.csv

Produces RealityCheck target-format CSV:

    /scripts/source_csv/pisa_overall_score.csv

Output format:
    country,year,value

Method:
 • All PISA domains (Math, Reading, Science, etc.)
 • All demographic groups (Boy, Girl, Male, Female, All, etc.)
 • Unweighted arithmetic mean – transparent & academically defensible
 • Kaufmännisches Runden (0.5 -> aufrunden)

Author: RealityCheck AI Assistant
"""
1924,Winter,2025-11-15T14:31:28.636165,import pandas as pd
1924,Winter,2025-11-15T14:31:28.636165,import numpy as np
1924,Winter,2025-11-15T14:31:28.636165,import os
1924,Winter,2025-11-15T14:31:28.636165,# ---------------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,"# Build safe, relative paths based on script location"
1924,Winter,2025-11-15T14:31:28.636165,# ---------------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,BASE_DIR = os.path.dirname(os.path.abspath(__file__))        # …/scripts/helper
1924,Winter,2025-11-15T14:31:28.636165,"RAW_DIR  = os.path.join(BASE_DIR, "".."", ""source_raw"")"
1924,Winter,2025-11-15T14:31:28.636165,"CSV_DIR  = os.path.join(BASE_DIR, "".."", ""source_csv"")"
1924,Winter,2025-11-15T14:31:28.636165,"BASE_IN  = os.path.join(RAW_DIR, ""OECD PISA data.csv"")"
1924,Winter,2025-11-15T14:31:28.636165,"BASE_OUT = os.path.join(CSV_DIR, ""pisa_overall_score.csv"")"
1924,Winter,2025-11-15T14:31:28.636165,# ---------------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,# Helpers
1924,Winter,2025-11-15T14:31:28.636165,# ---------------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,def normalize_iso3(code):
1924,Winter,2025-11-15T14:31:28.636165,"""""""Normalize to uppercase ISO3."""""""
1924,Winter,2025-11-15T14:31:28.636165,"if not isinstance(code, str):"
1924,Winter,2025-11-15T14:31:28.636165,return None
1924,Winter,2025-11-15T14:31:28.636165,return code.strip().upper()
1924,Winter,2025-11-15T14:31:28.636165,def load_dataset(path):
1924,Winter,2025-11-15T14:31:28.636165,"""""""Load CSV file robustly (supports comma or semicolon)."""""""
1924,Winter,2025-11-15T14:31:28.636165,try:
1924,Winter,2025-11-15T14:31:28.636165,return pd.read_csv(path)
1924,Winter,2025-11-15T14:31:28.636165,except Exception:
1924,Winter,2025-11-15T14:31:28.636165,"return pd.read_csv(path, sep="";"")"
1924,Winter,2025-11-15T14:31:28.636165,def compute_overall(df):
1924,Winter,2025-11-15T14:31:28.636165,"""""""Compute unweighted mean across all domains + genders."""""""
1924,Winter,2025-11-15T14:31:28.636165,"required = [""LOCATION"", ""TIME"", ""Value""]"
1924,Winter,2025-11-15T14:31:28.636165,for col in required:
1924,Winter,2025-11-15T14:31:28.636165,if col not in df.columns:
1924,Winter,2025-11-15T14:31:28.636165,"raise ValueError(f""Required column '{col}' not found in dataset."")"
1924,Winter,2025-11-15T14:31:28.636165,df = df.copy()
1924,Winter,2025-11-15T14:31:28.636165,"df[""LOCATION""] = df[""LOCATION""].apply(normalize_iso3)"
1924,Winter,2025-11-15T14:31:28.636165,"df[""Value""]    = pd.to_numeric(df[""Value""], errors=""coerce"")"
1924,Winter,2025-11-15T14:31:28.636165,# Group by ISO3 country code + year
1924,Winter,2025-11-15T14:31:28.636165,result = (
1924,Winter,2025-11-15T14:31:28.636165,"df.groupby([""LOCATION"", ""TIME""])[""Value""]"
1924,Winter,2025-11-15T14:31:28.636165,.mean()
1924,Winter,2025-11-15T14:31:28.636165,.reset_index()
1924,Winter,2025-11-15T14:31:28.636165,)
1924,Winter,2025-11-15T14:31:28.636165,# Rename to RealityCheck schema
1924,Winter,2025-11-15T14:31:28.636165,result = result.rename(columns={
1924,Winter,2025-11-15T14:31:28.636165,"""LOCATION"": ""country"","
1924,Winter,2025-11-15T14:31:28.636165,"""TIME"":     ""year"","
1924,Winter,2025-11-15T14:31:28.636165,"""Value"":    ""value"""
1924,Winter,2025-11-15T14:31:28.636165,"}).sort_values([""country"", ""year""])"
1924,Winter,2025-11-15T14:31:28.636165,# -------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,# Kaufmännisches Runden (Österreichisches / deutsches Runden)
1924,Winter,2025-11-15T14:31:28.636165,# Beispiel: 524.83 -> 525
1924,Winter,2025-11-15T14:31:28.636165,# -------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,"result[""value""] = result[""value""].round(0).astype(int)"
1924,Winter,2025-11-15T14:31:28.636165,return result
1924,Winter,2025-11-15T14:31:28.636165,# ---------------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,# Main
1924,Winter,2025-11-15T14:31:28.636165,# ---------------------------------------------------------------------------
1924,Winter,2025-11-15T14:31:28.636165,def main():
1924,Winter,2025-11-15T14:31:28.636165,"print(""📥 Reading raw file:"", BASE_IN)"
1924,Winter,2025-11-15T14:31:28.636165,if not os.path.exists(BASE_IN):
1924,Winter,2025-11-15T14:31:28.636165,"raise FileNotFoundError(f""ERROR: Raw PISA file not found at:\n{BASE_IN}"")"
1924,Winter,2025-11-15T14:31:28.636165,df = load_dataset(BASE_IN)
1924,Winter,2025-11-15T14:31:28.636165,"print(""📊 Columns detected:"", list(df.columns))"
1924,Winter,2025-11-15T14:31:28.636165,result = compute_overall(df)
1924,Winter,2025-11-15T14:31:28.636165,# Ensure output directory exists
1924,Winter,2025-11-15T14:31:28.636165,"os.makedirs(CSV_DIR, exist_ok=True)"
1924,Winter,2025-11-15T14:31:28.636165,"result.to_csv(BASE_OUT, index=False, encoding=""utf-8"")"
1924,Winter,2025-11-15T14:31:28.636165,"print(f""✅ Created: {BASE_OUT}"")"
1924,Winter,2025-11-15T14:31:28.636165,"print(f""📄 Rows: {len(result)}"")"
1924,Winter,2025-11-15T14:31:28.636165,"print(""\n🔎 Preview:"")"
1924,Winter,2025-11-15T14:31:28.636165,print(result.head())
1924,Winter,2025-11-15T14:31:28.636165,"if __name__ == ""__main__"":"
1924,Winter,2025-11-15T14:31:28.636165,main()
